id,interest_rate,internal_rating,maturity,dti_ratio,risk_free,yearly_payment
3202,29.88,HR,3,26,1.72,3864.12
3203,5.9,AA,3,25,1.72,3699.72
3204,14.97,C,3,38,1.72,10206.84
3205,24.99,D,5,21,1.72,7251.36
3206,8.7,A,3,32,1.72,6746.52
3207,18.28,D,3,26,1.72,5636.52
3208,6.51,AA,5,17,1.72,5599.92
3209,17.15,C,3,26,1.72,5502.6
3210,22.12,D,5,22,1.72,5086.68
3211,8.74,A,3,26,1.72,1928.76
3212,30.92,HR,3,13,1.72,1566.36
3213,20.66,D,5,52,1.72,7298.88
3214,6.91,A,5,24,1.72,1877.64
3215,12.35,B,3,13,1.72,5503.8
3216,7.2,A,3,21,1.72,7542.84
3217,13.75,C,5,9,1.72,4145.16
3218,28.74,E,3,27,1.72,2284.68
3219,19.99,D,3,33,1.72,3570.36
3220,19.91,D,5,47,1.72,9030.96
3221,15.59,C,3,32,1.72,4253.88
3222,20.61,D,5,68,1.72,9117.36
3223,9.09,A,3,19,1.72,2554.92
3224,12.65,B,3,55,1.72,10202.4
3225,27.8,E,5,13,1.72,5654.04
3226,12.75,C,3,42,1.72,6947.52
3227,8.46,A,3,21,1.72,4028.64
3228,20.61,D,3,24,1.72,8186.4
3229,5.6,AA,3,26,1.72,2394.12
3230,8.38,A,3,12,1.72,3837.24
3231,7.96,A,3,35,1.72,6559.68
3232,9.49,B,5,41,1.72,5849.64
3233,8.35,A,3,16,1.72,3835.56
3234,25.59,E,3,31,1.72,2436.36
3235,14.45,C,5,10,1.72,4186.32
3236,25.99,E,5,24,1.72,1959.36
3237,9.47,B,3,43,1.72,11695.8
3238,10.25,B,3,19,1.72,11828.64
3239,13.97,C,5,33,1.72,6237.12
3240,30.28,HR,3,11,1.72,3884.04
3241,19.95,D,3,58,1.72,4156.44
3242,8.06,A,3,16,1.72,3819.36
3243,5.31,AA,3,18,1.72,5501.28
3244,12.13,B,3,56,1.72,4050.84
3245,5.13,AA,3,20,1.72,7315.44
3246,6.66,A,5,20,1.72,3741.6
3247,22.05,D,3,26,1.72,4183.44
3248,23.99,D,3,34,1.72,3521.4
3249,8.74,A,3,32,1.72,5068.68
3250,9.47,B,3,12,1.72,2339.16
3251,28.75,HR,3,20,1.72,3808.32
3252,11.64,B,3,29,1.72,4875
3253,11.65,B,3,31,1.72,4023.12
3254,5.13,AA,3,34,1.72,7315.44
3255,29.49,E,5,29,1.72,7689.72
3256,14.72,C,3,24,1.72,4350.48
3257,6.51,AA,3,55,1.72,5599.92
3258,17.69,C,3,19,1.72,5566.32
3259,18.99,C,5,7,1.72,794.64
3260,30.92,HR,5,18,1.72,3915.96
3261,7.51,A,5,24,1.72,5682.96
3262,10.7,B,3,26,1.72,3181.44
3263,22.99,D,3,15,1.72,3451.44
3264,13.46,C,5,2,1.72,10320.48
3265,4.7,AA,5,21,1.72,1817.16
3266,7.6,A,3,17,1.72,4552.44
3267,24.08,E,3,25,1.72,3527.76
3268,7.51,A,3,31,1.72,5682.96
3269,8.66,A,3,26,1.72,4623.48
3270,19.13,D,3,16,1.72,6375.96
3271,30.92,HR,3,20,1.72,3864.24
3272,8.66,A,3,18,1.72,4970.28
3273,14.15,C,5,35,1.72,5002.44
3274,5.9,AA,3,8,1.72,2959.8
3275,30.92,HR,3,19,1.72,3915.96
3276,17.61,D,3,20,1.72,4630.8
3277,13.8,C,3,21,1.72,10370.28
3278,27.15,E,5,28,1.72,4973.4
3279,6.51,AA,5,27,1.72,3733.32
3280,12.99,C,3,37,1.72,14352.6
3281,5.13,AA,3,21,1.72,5120.76
3282,9.47,A,3,17,1.72,3118.92
3283,15.4,C,5,18,1.72,3826.8
3284,18.73,D,3,35,1.72,1580.64
3285,23.21,E,3,37,1.72,3466.8
3286,17.43,C,5,43,1.72,6150.72
3287,16.22,C,3,17,1.72,6292.68
3288,5.9,AA,3,28,1.72,3555.72
3289,5.98,AA,3,35,1.72,3222.6
3290,8.7,A,3,30,1.72,7710.36
3291,22.05,D,3,62,1.72,5079.48
3292,5.9,AA,3,12,1.72,6289.56
3293,15.93,C,5,9,1.72,10422.24
3294,24.99,D,5,26,1.72,3232.92
3295,11.64,B,5,5,1.72,4022.52
3296,22.1,D,3,30,1.72,4651.44
3297,7.51,A,5,32,1.72,6440.76
3298,7.2,A,3,16,1.72,5657.16
3299,9.76,B,3,42,1.72,9787.56
3300,4.32,AA,3,32,1.72,5420.64
3301,12.19,B,3,25,1.72,4865.16
3302,7.6,A,3,18,1.72,948.36
3303,9.86,B,3,15,1.72,3920.64
3304,7.96,A,3,26,1.72,2986.44
3305,5.3,AA,5,13,1.72,1540.08
3306,10.06,B,5,35,1.72,1966.08
3307,24.74,D,5,25,1.72,5504.64
3308,26.2,E,3,42,1.72,1964.76
3309,10.3,B,3,16,1.72,9194.76
3310,30.28,HR,3,32,1.72,3884.04
3311,20.85,D,3,17,1.72,1982.4
3312,5.6,AA,5,18,1.72,1104.96
3313,29.77,HR,3,7,1.72,3858.72
3314,30.92,HR,3,8,1.72,1827.48
3315,30.53,HR,3,22,1.72,3636.72
3316,16.7,C,3,32,1.72,4541.52
3317,29.88,HR,5,55,1.72,1030.44
3318,11.03,B,5,30,1.72,13956
3319,6.91,A,3,20,1.72,2427.96
3320,10.2,B,3,16,1.72,524.16
3321,30.92,HR,5,40,1.72,3132.72
3322,6.51,AA,3,7,1.72,6346.56
3323,22.1,D,5,26,1.72,1395.48
3324,19.99,D,3,25,1.72,3245.76
3325,10.7,B,3,21,1.72,5302.32
3326,16.22,C,3,25,1.72,4494.84
3327,6.36,AA,3,33,1.72,6705.12
3328,5.44,AA,3,19,1.72,4482.96
3329,17.61,D,5,36,1.72,4375.08
3330,5.6,AA,5,26,1.72,2099.52
3331,23.99,D,3,53,1.72,9541.08
3332,18.47,D,5,16,1.72,885.48
3333,9.86,B,3,30,1.72,11762.04
3334,7.6,A,3,56,1.72,6828.6
3335,19.99,D,3,7,1.72,3164.28
3336,20.85,D,5,24,1.72,9147.12
3337,10.59,B,3,22,1.72,3173.4
3338,13.19,C,3,12,1.72,2523.6
3339,14.41,C,5,33,1.72,2448.6
3340,8.35,A,3,22,1.72,13424.4
3341,22.12,D,3,18,1.72,3024.24
3342,18.24,C,3,34,1.72,4413.24
3343,6.51,AA,3,32,1.72,8417.88
3344,5.6,AA,3,9,1.72,7366.68
3345,7.2,A,3,42,1.72,5657.16
3346,30.92,HR,5,7,1.72,3132.72
3347,6.91,A,3,16,1.72,1877.64
3348,28.74,E,3,7,1.72,5077.08
3349,30.53,HR,5,29,1.72,3896.4
3350,20.54,D,3,16,1.72,6565.92
3351,22.12,D,3,30,1.72,6782.28
3352,24.9,E,5,45,1.72,2897.04
3353,4.32,AA,3,14,1.72,2529.6
3354,23.88,E,3,42,1.72,7145.4
3355,17.61,D,3,19,1.72,7717.92
3356,6.9,A,3,24,1.72,9387.12
3357,16.55,C,3,20,1.72,10778.16
3358,8.06,A,3,34,1.72,4583.16
3359,5.44,AA,5,17,1.72,7292.28
3360,24.9,E,5,17,1.72,717.12
3361,19.99,D,3,46,1.72,6491.4
3362,22.99,D,3,50,1.72,11768.28
3363,9.43,A,3,27,1.72,4285.92
3364,14.05,C,5,29,1.72,4286.88
3365,20.85,D,5,25,1.72,8260.08
3366,12.65,B,5,39,1.72,6926.16
3367,17.08,C,5,14,1.72,4578.6
3368,16.55,C,3,45,1.72,2586.72
3369,11.64,B,3,54,1.72,2413.44
3370,19.91,D,5,18,1.72,4828.44
3371,28.74,E,5,53,1.72,6092.52
3372,7.96,A,3,38,1.72,7627.44
3373,30.09,HR,5,43,1.72,2719.44
3374,14.15,C,3,6,1.72,6252.96
3375,22.1,D,3,15,1.72,7721.4
3376,24.55,E,3,11,1.72,1424.4
3377,11.1,B,5,22,1.72,535.08
3378,11.03,B,3,19,1.72,4784.88
3379,11.64,B,5,40,1.72,14078.76
3380,8.66,A,3,39,1.72,7705.92
3381,7.8,A,5,25,1.72,11414.4
3382,13.64,C,5,58,1.72,3310.92
3383,15.77,C,3,43,1.72,4264.56
3384,20.66,D,3,13,1.72,1368.48
3385,5.6,AA,3,27,1.72,5156.64
3386,11.03,B,3,33,1.72,12759.84
3387,8.1,A,3,12,1.72,2388.48
3388,22.99,D,3,22,1.72,6902.88
3389,6.12,AA,5,32,1.72,6681.36
3390,6.2,A,3,13,1.72,2229.72
3391,8.8,A,5,31,1.72,3860.76
3392,7.32,A,3,27,1.72,4903.2
3393,10.68,B,5,35,1.72,5829.96
3394,25.62,E,3,50,1.72,7311.84
3395,30.25,HR,3,14,1.72,3882.48
3396,14.05,C,5,6,1.72,1571.88
3397,20.66,D,3,15,1.72,4561.8
3398,22.99,D,3,30,1.72,3930.6
3399,6.12,AA,3,21,1.72,5567.76
3400,24.08,E,5,30,1.72,2865.72
3401,4.32,AA,3,19,1.72,1084.08
3402,24.9,E,5,5,1.72,965.64
3403,7.6,A,5,8,1.72,2845.2
3404,16.89,C,5,28,1.72,3648
3405,11.64,B,3,20,1.72,6033.72
3406,26.99,E,5,36,1.72,1985.16
3407,12.65,B,5,23,1.72,4897.08
3408,9.47,A,3,31,1.72,5847.84
3409,18.28,D,5,47,1.72,4415.76
3410,30.24,E,5,12,1.72,5176.08
3411,30.92,HR,3,52,1.72,1044.24
3412,9.47,A,5,45,1.72,13645.08
3413,27.48,HR,3,24,1.72,3746.16
3414,18.14,C,3,40,1.72,4683.12
3415,5.44,AA,3,7,1.72,3123.36
3416,13.75,C,5,22,1.72,8517.24
3417,23.74,D,5,36,1.72,7007.76
3418,23.21,E,3,23,1.72,2832.72
3419,19.95,D,3,35,1.72,3891.6
3420,8.66,A,3,22,1.72,4553.28
3421,9.09,A,5,13,1.72,775.44
3422,22.05,D,5,22,1.72,3486.24
3423,9.47,B,3,25,1.72,1559.4
3424,11.65,B,5,21,1.72,4023.12
3425,15.18,C,5,30,1.72,3383.64
3426,8.35,A,3,22,1.72,7671.12
3427,13.97,C,5,43,1.72,4158.12
3428,9.47,B,3,12,1.72,2690.04
3429,18.28,D,3,33,1.72,2270.28
3430,10.3,B,3,26,1.72,5918.52
3431,22.99,D,3,26,1.72,3451.44
3432,9.09,A,3,38,1.72,3877.08
3433,15.93,C,3,21,1.72,3573.36
3434,9.09,A,5,51,1.72,4264.8
3435,14.12,C,3,17,1.72,5724.72
3436,8.06,A,3,29,1.72,5728.92
3437,26.95,E,3,28,1.72,2986.2
3438,15.3,C,3,20,1.72,4406.04
3439,18.14,C,3,54,1.72,4620.72
3440,9.47,A,3,34,1.72,13645.08
3441,11.1,B,3,14,1.72,3210.48
3442,16.55,C,5,45,1.72,4311.24
3443,23.21,E,5,20,1.72,7081.8
3444,5.13,AA,3,15,1.72,2194.68
3445,10.3,B,5,26,1.72,3156.6
3446,30.92,HR,3,23,1.72,3864.24
3447,22.1,D,3,35,1.72,6977.16
3448,27.8,E,3,10,1.72,5691.6
3449,13.8,C,3,31,1.72,6222.12
3450,29.47,HR,5,22,1.72,3843.84
3451,13.76,C,3,44,1.72,4974.84
3452,13.64,C,3,29,1.72,3724.8
3453,17.61,D,3,16,1.72,2469.72
3454,14.41,C,3,25,1.72,3347.16
3455,25.59,E,3,26,1.72,3634.92
3456,6.12,AA,3,17,1.72,3711.84
3457,13.25,C,3,26,1.72,7019.4
3458,11.59,B,3,21,1.72,5064.72
3459,8.1,A,3,25,1.72,7740.12
3460,11.36,B,5,34,1.72,5809.2
3461,6.51,AA,3,19,1.72,7466.64
3462,12.19,B,3,32,1.72,14189.88
3463,20.66,D,5,33,1.72,4936.68
3464,22.05,D,5,50,1.72,3386.28
3465,6.66,A,3,25,1.72,3741.6
3466,16.61,C,3,23,1.72,9669.84
3467,30.53,HR,5,38,1.72,3896.4
3468,6.66,A,3,32,1.72,7857.24
3469,6.51,AA,3,23,1.72,7466.64
3470,12.71,C,3,57,1.72,4901.28
3471,30.92,HR,3,40,1.72,3915.96
3472,29.38,E,3,39,1.72,7678.8
3473,30.53,HR,5,46,1.72,2078.16
3474,30.92,HR,3,55,1.72,3915.96
3475,13.25,C,3,13,1.72,1440.6
3476,23.21,E,3,49,1.72,4160.16
3477,15.18,C,5,38,1.72,3515.64
3478,12.15,B,5,20,1.72,9588.6
3479,20.66,D,3,15,1.72,2782.68
3480,20.66,D,3,17,1.72,4561.8
3481,19.91,D,3,38,1.72,2257.68
3482,18.24,C,3,21,1.72,1765.32
3483,14.12,C,3,45,1.72,5000.28
3484,11.36,B,3,17,1.72,2804.52
3485,11,B,3,5,1.72,2001.96
3486,4.32,AA,5,17,1.72,5420.64
3487,8.66,A,3,28,1.72,9054.36
3488,5.9,AA,3,33,1.72,5549.64
3489,5.9,AA,5,32,1.72,9249.36
3490,8.74,A,5,22,1.72,1928.76
3491,22.99,D,3,53,1.72,9414.6
3492,27.8,E,5,48,1.72,7523.4
3493,5.9,AA,5,31,1.72,7399.56
3494,21.42,D,3,23,1.72,8357.52
3495,10.68,B,3,13,1.72,1983.72
3496,27.93,E,3,17,1.72,4019.28
3497,9.87,B,3,31,1.72,5202.6
3498,9.81,B,3,29,1.72,6494.28
3499,17.61,D,3,16,1.72,1852.32
3500,6.51,AA,3,19,1.72,5599.92
3501,16.22,C,3,35,1.72,4935.24
3502,30.82,HR,3,21,1.72,3910.92
3503,4.32,AA,3,10,1.72,2891.04
3504,12.75,C,3,24,1.72,4904.16
3505,6.66,A,3,15,1.72,4564.68
3506,9.17,A,3,14,1.72,4269.84
3507,14.93,C,5,16,1.72,3073.92
3508,6.49,A,3,13,1.72,1866.12
3509,5.9,AA,3,20,1.72,7214.52
3510,8.66,A,3,19,1.72,2311.8
3511,8.35,A,3,43,1.72,4219.08
3512,29.49,E,5,62,1.72,5877.96
3513,9.76,B,3,21,1.72,3892.08
3514,29.49,E,5,23,1.72,5877.96
3515,8.06,A,5,22,1.72,4583.16
3516,8.7,A,5,21,1.72,3798
3517,11,B,3,17,1.72,3985.68
3518,10.59,B,3,24,1.72,3962.28
3519,6.36,AA,3,19,1.72,4074.24
3520,20.61,D,3,47,1.72,2630.16
3521,6.2,AA,5,29,1.72,3716.28
3522,16.22,C,5,12,1.72,5149.8
3523,11.36,B,3,41,1.72,4036.8
3524,10.59,B,5,24,1.72,5943.36
3525,19.95,D,3,56,1.72,8132.28
3526,18.28,D,5,35,1.72,6262.8
3527,5.13,AA,5,29,1.72,6693.6
3528,30.92,HR,3,20,1.72,3915.96
3529,10.25,B,5,11,1.72,3936.12
3530,15.77,C,5,41,1.72,5341.44
3531,16.61,C,3,39,1.72,4532.76
3532,6.12,AA,3,14,1.72,3155.04
3533,27.48,HR,3,22,1.72,3596.28
3534,23.05,D,5,32,1.72,3455.64
3535,24.99,D,3,18,1.72,7251.36
3536,27.8,E,3,27,1.72,6520.32
3537,19.99,D,5,57,1.72,9040.8
3538,30.82,HR,5,33,1.72,3910.92
3539,14.93,C,3,18,1.72,5827.44
3540,7.8,A,3,32,1.72,8370.6
3541,10.7,B,3,31,1.72,5302.32
3542,19.99,D,3,6,1.72,4520.4
3543,20.61,D,5,20,1.72,3419.04
3544,22.99,D,3,29,1.72,5177.16
3545,24.99,D,5,14,1.72,3867.36
3546,15.72,C,3,23,1.72,6392.4
3547,6.5,A,3,14,1.72,2404.56
3548,12.75,C,5,22,1.72,8173.56
3549,5.44,AA,5,18,1.72,2388.48
3550,12.19,B,3,43,1.72,12162.84
3551,6.12,AA,3,20,1.72,5196.6
3552,18.24,C,5,15,1.72,1564.32
3553,15.18,C,5,41,1.72,10573.8
3554,26.95,E,3,49,1.72,4479.24
3555,23.05,D,3,36,1.72,4711.08
3556,23.74,D,5,37,1.72,3328.32
3557,22.99,D,3,14,1.72,1035.6
3558,9.3,B,5,26,1.72,7342.8
3559,22.1,D,5,17,1.72,3389.76
3560,9.09,A,3,31,1.72,4652.52
3561,12.46,B,3,32,1.72,9655.44
3562,8.74,A,3,13,1.72,2534.28
3563,9.49,B,3,40,1.72,4679.64
3564,8.74,A,5,19,1.72,3801.48
3565,13.75,C,3,22,1.72,4258.56
3566,24.99,D,3,45,1.72,8980.32
3567,14.12,C,5,12,1.72,2500.08
3568,6.51,AA,3,12,1.72,2314.68
3569,20.85,D,5,49,1.72,1143.36
3570,22.05,D,3,21,1.72,2031.84
3571,19.91,D,3,41,1.72,2592.24
3572,30.92,HR,3,5,1.72,1566.36
3573,9.24,A,3,17,1.72,1942.8
3574,16.35,C,5,34,1.72,6009.84
3575,20.54,D,5,38,1.72,8197.8
3576,6.51,AA,3,23,1.72,1119.96
3577,13.69,C,5,18,1.72,4141.68
3578,30.24,E,5,52,1.72,4769.16
3579,23.74,D,3,18,1.72,7007.76
3580,17.08,C,3,49,1.72,1037.88
3581,18.28,D,5,25,1.72,883.2
3582,6.12,AA,3,14,1.72,4454.16
3583,10.7,B,3,13,1.72,3976.8
3584,6.91,A,3,38,1.72,7323
3585,4.32,AA,5,11,1.72,5420.64
3586,8.06,A,3,9,1.72,2291.64
3587,15.4,C,3,10,1.72,4415.64
3588,6.49,A,3,41,1.72,4478.64
3589,11.36,B,3,16,1.72,4252.08
3590,10.7,B,5,14,1.72,1939.32
3591,6.12,AA,3,46,1.72,6681.36
3592,18.99,C,3,39,1.72,8026.2
3593,8.06,A,3,24,1.72,2024.28
3594,18.28,D,3,22,1.72,7828.44
3595,19.91,D,3,8,1.72,4515.48
3596,6.66,A,3,18,1.72,3741.6
3597,13.97,C,3,46,1.72,4158.12
3598,22.05,D,5,20,1.72,8127.12
3599,9.43,A,5,36,1.72,3896.28
3600,17.08,C,3,19,1.72,4578.6
3601,8.1,A,3,17,1.72,2397
3602,9.67,B,5,30,1.72,7819.8
3603,11.36,B,3,39,1.72,12019.2
3604,14.41,C,5,17,1.72,3974.76
3605,9.17,A,5,31,1.72,9936.96
3606,30.92,HR,3,14,1.72,2349.6
3607,10.59,B,5,39,1.72,7924.56
3608,17.6,C,3,27,1.72,6481.68
3609,12.19,B,5,14,1.72,5484.12
3610,20.54,D,3,22,1.72,910.92
3611,9.09,A,3,15,1.72,969.24
3612,7.2,A,5,15,1.72,3666.96
3613,23.05,D,3,27,1.72,7066.68
3614,6.66,A,3,14,1.72,4190.52
3615,20.85,D,5,20,1.72,4573.56
3616,6.66,A,3,29,1.72,3741.6
3617,8.8,A,3,20,1.72,5791.2
3618,15.01,C,3,17,1.72,3794.4
3619,11.8,B,3,19,1.72,4077.12
3620,19.99,D,3,26,1.72,8114.28
3621,17.08,C,3,49,1.72,3474.48
3622,23.99,D,3,18,1.72,7042.92
3623,12.65,B,5,46,1.72,7345.68
3624,10.3,B,3,23,1.72,3940.68
3625,22.99,D,5,28,1.72,8628.6
3626,5.9,AA,3,26,1.72,11099.28
3627,6.49,A,3,31,1.72,3545.64
3628,23.99,D,3,40,1.72,10495.2
3629,29.49,E,5,21,1.72,2351.16
3630,14.93,C,3,34,1.72,6322.08
3631,5.9,AA,5,5,1.72,5549.64
3632,6.74,A,3,15,1.72,3627.36
3633,8.66,A,5,28,1.72,7705.92
3634,28.69,HR,5,58,1.72,3805.32
3635,13.25,C,5,18,1.72,561.6
3636,6.36,AA,3,17,1.72,9312.6
3637,13.8,C,3,18,1.72,4148.04
3638,6.12,AA,3,24,1.72,1113.6
3639,25.59,E,3,55,1.72,7308.96
3640,10.2,B,3,8,1.72,3940.08
3641,14.41,C,3,30,1.72,5761.32
3642,30.53,HR,3,40,1.72,2078.16
3643,13.8,C,3,16,1.72,4148.04
3644,11.64,B,5,50,1.72,6012.48
3645,17.61,D,3,33,1.72,875.04
3646,26.99,E,3,41,1.72,992.64
3647,11.36,B,5,24,1.72,2403.84
3648,30.92,HR,5,24,1.72,3915.96
3649,22.1,D,5,17,1.72,2711.76
3650,22.99,D,3,30,1.72,5177.16
3651,6.91,A,3,20,1.72,2253.24
3652,19.43,D,5,28,1.72,4485.96
3653,30.24,E,5,25,1.72,5961.48
3654,23.88,E,3,40,1.72,1905.48
3655,9.81,B,5,18,1.72,5876.76
3656,6.51,AA,5,21,1.72,1306.68
3657,6.12,AA,5,12,1.72,2227.08
3658,17.6,C,3,51,1.72,5555.76
3659,5.13,AA,3,21,1.72,6949.68
3660,17.23,C,5,25,1.72,3046.56
3661,30.53,HR,3,32,1.72,3896.4
3662,12.65,B,3,26,1.72,5305.2
3663,27.48,HR,3,16,1.72,1997.88
3664,29.49,E,5,22,1.72,3918.6
3665,9.86,B,3,19,1.72,3920.64
3666,11.1,B,3,10,1.72,2394.84
3667,28.03,HR,5,55,1.72,3521.4
3668,5.76,AA,5,15,1.72,7384.2
3669,23.99,D,3,49,1.72,5282.16
3670,26.99,E,3,34,1.72,2988.48
3671,11.65,B,5,18,1.72,2031.72
3672,5.9,AA,3,32,1.72,1479.96
3673,7.32,A,5,48,1.72,7556.16
3674,17.61,D,3,7,1.72,4375.08
3675,27.71,E,3,56,1.72,5681.76
3676,9.81,B,3,51,1.72,4831.8
3677,6.36,AA,3,25,1.72,3725.04
3678,8.42,A,3,13,1.72,7678.92
3679,27.8,E,3,27,1.72,5015.64
3680,27.71,E,3,55,1.72,6512.76
3681,22.99,D,5,42,1.72,6902.88
3682,12.19,B,5,13,1.72,4113.12
3683,9.09,A,3,19,1.72,7754.28
3684,15.77,C,3,60,1.72,7634.04
3685,6.12,AA,3,7,1.72,742.32
3686,8.8,A,3,35,1.72,7721.64
3687,29.77,HR,3,30,1.72,3858.72
3688,5.3,AA,3,5,1.72,1833.48
3689,11.1,B,3,27,1.72,7982.88
3690,6.12,AA,3,21,1.72,2412.72
3691,9.47,B,3,22,1.72,2534.04
3692,8.35,A,5,21,1.72,7095.72
3693,29.49,E,3,30,1.72,3134.88
3694,15.73,C,3,31,1.72,4447.32
3695,13.75,C,3,42,1.72,4145.16
3696,10.06,B,3,28,1.72,2743.32
3697,15.93,C,3,26,1.72,10422.24
3698,12.15,B,5,26,1.72,4931.28
3699,30.92,HR,3,47,1.72,3654.84
3700,22.99,D,5,28,1.72,6868.44
3701,5.6,AA,3,15,1.72,2946.72
3702,6.74,A,3,10,1.72,3746.04
3703,22.1,D,3,44,1.72,4651.44
3704,9.05,A,3,21,1.72,3099.96
3705,15.59,C,5,14,1.72,4729.44
3706,6.5,A,3,24,1.72,11198.28
3707,29.88,HR,5,28,1.72,3864.12
3708,13.43,C,3,22,1.72,9866.52
3709,15.77,C,5,6,1.72,6396.96
3710,30.92,HR,3,42,1.72,3915.96
3711,5.9,AA,5,10,1.72,3699.72
3712,22.05,D,5,52,1.72,6772.56
3713,15.73,C,5,9,1.72,2557.32
3714,24.55,E,5,10,1.72,4806.12
3715,22.05,D,3,20,1.72,3386.28
3716,14.15,C,3,18,1.72,8337.36
3717,9.47,A,3,26,1.72,4288.44
3718,9.87,B,5,28,1.72,7842.48
3719,20.61,D,3,27,1.72,9117.36
3720,19.99,D,3,26,1.72,1808.16
3721,6.91,A,3,22,1.72,7510.8
3722,5.6,AA,5,26,1.72,7366.68
3723,27.15,E,3,50,1.72,5968.08
3724,22.05,D,3,28,1.72,3386.28
3725,5.3,AA,3,8,1.72,806.76
3726,16.45,C,3,35,1.72,6457.92
3727,23.74,D,3,35,1.72,7007.76
3728,8.66,A,5,3,1.72,963.24
3729,6.5,A,5,19,1.72,746.52
3730,11.36,B,3,25,1.72,6009.6
3731,6.91,A,3,25,1.72,5633.04
3732,12.15,B,3,20,1.72,6077.88
3733,5.6,AA,3,25,1.72,3683.4
3734,30.25,HR,5,24,1.72,3882.48
3735,30.92,HR,3,40,1.72,2088.48
3736,25.59,E,3,36,1.72,3634.92
3737,29.38,E,5,52,1.72,6654.96
3738,6.74,A,5,38,1.72,5619
3739,10.9,B,3,37,1.72,1671.6
3740,30.25,HR,3,50,1.72,2070.72
3741,22.12,D,3,37,1.72,8477.88
3742,15.72,C,3,39,1.72,4446.36
3743,12.65,B,3,41,1.72,10202.4
3744,8.7,A,3,22,1.72,5397.24
3745,11.59,B,5,24,1.72,2705.28
3746,21.48,D,3,13,1.72,3347.16
3747,24.55,E,5,25,1.72,1424.4
3748,23.05,D,3,35,1.72,3297.72
3749,18.24,C,5,14,1.72,3005.76
3750,24.74,D,5,36,1.72,9636.48
3751,19.95,D,3,38,1.72,903.6
3752,14.45,C,3,23,1.72,2511.84
3753,26.95,E,3,47,1.72,2986.2
3754,10.59,B,3,26,1.72,13867.92
3755,23.99,D,5,52,1.72,5282.16
3756,19.99,D,3,13,1.72,11301
3757,18.14,C,3,36,1.72,2644.32
3758,30.24,E,3,31,1.72,5176.08
3759,4.32,AA,3,32,1.72,3975.12
3760,9.47,A,3,27,1.72,1559.4
3761,8.06,A,3,52,1.72,11457.96
3762,26.04,E,3,12,1.72,4901.64
3763,5.13,AA,3,20,1.72,5486.52
3764,7.2,A,5,26,1.72,5657.16
3765,30.92,HR,5,35,1.72,3915.96
3766,13.64,C,3,50,1.72,9519
3767,27.48,HR,5,16,1.72,3746.16
3768,18.28,D,5,28,1.72,4697.04
3769,14.12,C,5,26,1.72,10018.2
3770,18.73,D,3,21,1.72,2465.76
3771,10.25,B,5,24,1.72,7885.68
3772,12.65,B,3,43,1.72,14283.36
3773,16.55,C,3,42,1.72,6609.24
3774,13.8,C,5,20,1.72,2785.32
3775,9.87,B,5,38,1.72,7842.48
3776,12.65,B,3,31,1.72,5817.96
3777,26.2,E,5,39,1.72,4414.32
3778,24.74,D,5,25,1.72,2890.92
3779,6.12,AA,3,20,1.72,1855.92
3780,25.62,E,3,32,1.72,1454.76
3781,9.09,A,3,36,1.72,7560.36
3782,5.9,AA,3,14,1.72,7399.56
3783,30.92,HR,5,40,1.72,3915.96
3784,8.66,A,3,35,1.72,2311.8
3785,16.04,C,3,25,1.72,7462.2
3786,13.14,C,3,13,1.72,3287.64
3787,20.54,D,5,31,1.72,4098.96
3788,20.85,D,3,27,1.72,5488.2
3789,19.95,D,3,25,1.72,3243
3790,10.59,B,3,27,1.72,13867.92
3791,22.05,D,3,17,1.72,6772.56
3792,19.91,D,5,35,1.72,11288.64
3793,15.29,C,5,42,1.72,3524.04
3794,24.99,D,3,24,1.72,9668.52
3795,9.09,A,3,22,1.72,5109.96
3796,20.66,D,3,25,1.72,3421.32
3797,12.19,B,5,23,1.72,2432.52
3798,12.65,B,3,16,1.72,2448.6
3799,16.61,C,3,47,1.72,3106.68
3800,5.13,AA,3,23,1.72,3657.72
3801,10.7,B,3,43,1.72,5952.84
3802,6.74,A,3,17,1.72,3746.04
3803,20.66,D,5,30,1.72,4561.8
3804,17.8,D,5,35,1.72,4386.6
3805,14.97,C,3,11,1.72,2916.24
3806,23.99,D,3,34,1.72,1908.24
3807,12.19,B,3,13,1.72,5676
3808,18.81,C,3,26,1.72,4749.84
3809,19.13,D,5,29,1.72,3187.92
3810,30.82,HR,3,6,1.72,3910.92
3811,12.19,B,3,46,1.72,1621.68
3812,11.03,B,3,31,1.72,5850.12
3813,6.36,AA,3,18,1.72,2235
3814,30.25,HR,3,49,1.72,2070.72
3815,12.19,B,5,16,1.72,6081.36
3816,30.28,HR,3,17,1.72,3884.04
3817,8.7,A,3,53,1.72,2968.44
3818,6.49,A,5,25,1.72,3732.24
3819,30.92,HR,5,26,1.72,3915.96
3820,20.85,D,5,23,1.72,6608.04
3821,9.86,B,3,30,1.72,5201.4
3822,24.99,D,3,19,1.72,7184.28
3823,6.49,A,5,24,1.72,6717.96
3824,30.92,HR,3,23,1.72,2610.6
3825,8.7,A,3,32,1.72,5063.88
3826,10.98,B,3,23,1.72,5336.28
3827,5.9,AA,3,23,1.72,7399.56
3828,17.78,C,5,36,1.72,2631.72
3829,17.15,C,3,46,1.72,9564.12
3830,16.61,C,3,18,1.72,6043.56
3831,11.36,B,3,38,1.72,14022.36
